LetterID,Date,MaintCrew,ProdShift,STARTAuditCount,Attachments,Safety,TopXActions,Joining,Dimensional,Training,Recognition,EquipRepairs,DoorRepairs,FollowUp,Environmental
1202,11/9/2019,D,,0,;;;C-crew 110919 Main FIS.pdf;C-crew 110919 Subs FIS.pdf;,2 Near Misses,\n,"7X-020R-01: Broken Die, Replaced Die.  Robot had issues getting out of the maintenance position, taught back to Home position.  Started getting Teach Memory fault.   It took some time switching back and into teach to clear the fault.
 
6Y-080-09: Screw fault, Burnt up bit and bent foot,  See 4D.
 
8A-100-01: Arm not returned, Found the arm was bent.  Replaced the arm.
 
5A-020-01: Feed fault, Changed GBSD.
 
6X-020-04: Rivet not trapped.  Removed feedstick to remove the extra rivet.
 ",,,,\n\nParts:,,"We replaced the rectifier and UR relay on 6X-100 to try and fix the brake with no luck.   Brake will still not release.    Reinstalled the jack bolt to keep the brake released.   
 
Installed the repaired teach pendant from ''Perfection'' LOL, and it did not work either.   Still running on the one borrowed from the robot room on 6y-80-9.",
1203,11/10/2019,C,,0,;;;;;,No Issues,\n,"Nights - Sidorowicz - 11-10-19
 
Tool Makers worked on PM?s along with date stamps and hemmers for startup.
 
Also swapped the following setters
6X-190-05
7L-40R-01
8F-140-05
8Y-40-05
8Y-110-05
7X-30L-01
 
Worked on weber MMC clones with John and Steve and completed the following
6X-60-01
6X-60-02
6X-60-03
6X-60-04
 
Rotation #s also given to joining inspectors
3732
3746
3782
3788
3799",,,,"\nReplaced SEW motor/ gearbox on PRB 6X110.  FRACAS'd the old motor/ gearbox.
Modified prox switch brackets for the Lincoln fender line error proofing.
Purchased new Fanuc robot teach pendant for robot 6Y80-9.  Returned borrowed teach pendant to robot rebuild.  FRACAS'd both teach pendants.
Added fan cord extensions for the speed controllers on two fans at the underbody pull out area. 
All trades worked on PM?s, cleaning and inspection.  \nParts:",Door Repairs:,,
1204,11/10/2019,D,C,0,;;;C-crew 111019 Main FIS.pdf;C-crew 111019 Subs FIS.pdf;,No Issues,\n,"Station 65 LH Rear DR NAB Pin; Started see low torque faults.  Noticed the spring was on the DC tool was suspected to be broken.  Production used their manual fixture to locate the NAB pin.  At the end of the shift toolmakers changed the spring in the DC tool.  No Change.  Changed the DC tool with a rebuilt one and then later changed it again with a new DC tool.  Also changed the Controller.  After looking at the socket to be worn.  Need to change the socket.  The Socket is on Mitch S. Desk.
 
7K-020R-01: PM Gun # 1
 
7L Clinch guns clean red adhesive off them.
 
Worked on PM's",,,,"\nRan ethernet cables for analog I/O blocks for station 210 closure 2 hoist clear switches left hand and right hand.
 
Preped for robot lube in RH bodysides.
 
Supported production re-inserting several RH body sides failsafe body sides that were accidentally built.
 
Cleaned and lubricted tool changers in station 190-Closure 2.\nParts:",,,
1205,11/11/2019,A,,0,;;;;;IMG_4498.MOV,No Issues,\n,,,,,"\nMillwrights have installed the new door on the south side of the Kolene building.  Electricians are still in process of wiring it.  Probably will need additional electrician help to finish.
 
Electricians worked on installing DXM and DX80 hardware for Vibration Analysis project. 
 
I am working on an excel sheet to track the overall progress of the vibration project. Once created I will store it at the following file path on the W drive:
W:\CLTBODY\$U55x\08_Projects\Vibration Analysis\Completion Status Matrix\nParts:",Door Repairs:,,
1206,11/12/2019,A,,0,;;;;;,No Issues,\n,"Nights - Sidorowicz - 11-12-19
 
Tool Makers worked on PM?s and setter swaps along with date stamps and hemmers for startup
 
Swapped the following setters
5B-40-01
5B-60-01
6Y-110-03
6Y-110-04
6Y-140-03
6Y-140-04
8X-80-04
 
Rotation #
3968
4036
3982",,,,"\nColeman and Elkins got new overhead door in kolene building operational
 
Had to replace ethernet cable on 7L-050L-R06. It has been run through the leoni.
 
MW and PF worked on PM's
 
Electricians cleaned lines and bumped them for production
 
Worked on vibrational and buffer count projects.\nParts:",,,
1207,11/12/2019,B,A,0,;;;;;,No Issues,"\nMain #4:   4D-S190RFX1 Tool changer Not Unlocked fault.     Found a loose guide pin on Closure #2 RH tool slide to changer plate.   We think this was interferring with locking and unlock of the tool plate.
 
Main #5:   7X-20RR-08 Process I/O faults.    Changed the ethernet cable in the CAT track.","6X-020-06: Rivet cube B Blow time, Rivets jammed in the escapement.  Cleared the rivets and clean the escapement.
 
5J-210-02: Feed Fault, Changed GBSD
 
8Y-120-03: Head too high, Found the Die was loose.  Tightened die and put in a new set screw.
 
Trial UNITS for the Rockers: Five unit 4249-4253.  Unit 4249 needs to be moved to Teardown.
 
7K-020R-06: Head Too High, Changed Setter suspected broken shear pin.
 
7G-070R-01: Screw faults, Broken jaw and broken bit.  Replaced Jaws and bit.  Still had several screws in the gun.  Cleared the screws out of the gun.  Between shifts touched up the robot programs.
 
Station 65: Replaced the socket for the NAB pin.","Anderson- Hood oil canning was much better today and the latch was more consistent.  We are looking into what caused the variation we saw.
-LR door hinge install was working properly today.",,,"Closure 1 station 70 right rear door buildup fixture - had to replace a faulty splitter.
 
Replaced the socket on Station 65 LH door build up fixture to get the nab pin to torque.
 
Found a loose guide pin on Closure #2 RH tool slide to changer plate.   We think this was interferring with locking and unlock of the tool plate.\n\nParts:",,,
1208,11/13/2019,C,B,0,;;;top10m.pdf;top10s.pdf;,,\n,"Nights - Sidorowicz - 11-13-19
 
Mainline 
6Y-180-01 ? Bent foot ? Home prox sensor was stuck on telling the weber gun it was in its home position when it really wasn?t. EL?s replaced prox sensor while TM?s replaced the bent foot and inspected jaw assembly. 
 
6Y-150-01 ? Nose switch fault ? EL check nose switch connections and found nothing loose. Blew out nose switch housing with no success. TM?s swapped GBSD.
 
8Y-80-09 ? Step 15 ? Made parameter adjustments in step 13 and 14 through the night with problematic spot locations. Faults cleared up.
 
Subs
9A-40-01 ? Step 15 max time ? Tool was having issues achieving torque in its allowed time. After inspecting the screw heads they appeared to be getting tore up. TM?s replaced burned up weber drive bit.
 
5A-20-01 ? Head too high ? Rivmon was reading just barely out of tolerance. Inspector measured rivets well within tolerance. EL nominalized problematic spot locations in rivmon.
 
Assigned Dennis Lambert to work on setter rebuilds in the shop, focusing on ones we are currently low on.
 
Date stamps and hemmers between shifts
 
Weber?s currently on Gun 1
7G-70L-01","Worstell (Nights):
 
- Issues with Cal 1 Perceptron having some misreads so we stopped and started services on the server and the computer and it got rid of the problem. 
 
- Followed up on Lift Gate 5J-210 where the hole was getting a burr and the touchup to the program fixed this problem and there have not been issues with it since then.
 
- Paint has had an issue with the RH front door clips not keeping the doors closed in paint. They said they had about 10 this shift and that it is LWB, SWB, Nav & Exp. I went and I checked where these clips are put on and then I checked every door between there and paint and we did not have that issue on any of those. I will continue to see if we have this issue in the body shop. 
 ",,,\nReplaced black palm button on the operator run bar for sta 7K-010L-02N at W20.\nParts:,,,
1209,11/13/2019,D,A,1,;8Y-010-06 11-13-2019.pdf;;A-crew 111319 Main FIS.pdf;A-crew 111319 Subs FIS.pdf;roaches.jpg,"We had to clean up a roach infestation at column R24.  Also had the contractor spray other area where the bugs were seen.
 
Repaired ergo floor edging at T-29","\nMain #1:   8X-085R04 EE Unit 101-C4R Clmp Not Clsd S085R04E1B1 O 1 S085R04E1B2 I
                   7 FB7[186] 12.     Joe Lichstiener touch-up the pick up program on shorts.   No                     further issues.
 
Main #2 occurance:   S020RR18 EE 101 C3 Finger Clp Not Opn  Pin Clp Extd 020RR18E1B1    O 14S020RR18E1B3 I 14 FB4 235 21.    Lubricated the clamp inside and out.
 ","8Y-010-06: Controller locked up, See 4D.
 
9A-040-01: Screw faults, Faulting on schedule 4 for min depth not reached.  Adjusted step 13 from 1.0v to 1.2 volts.  TM changed the bit.
 
6Y-180-01: Screw faults, On step 15 min depth not reached.  Adjusted step 13 from 1.0 to 1.2 volts.
 
7K-020R-01 Gun # 1: Touched up the screw programs on LWB and SWB.
 ",,S. Greschel - Finished Mobile Boom Crane course.,V. Riggs was given his 25 year service award and congratulated for his excellent work in the shop.,\nCarpenter repaired flooring at V21 and K23.  It was uneven.  Also patched floor concrete at BB37 and P33.\nParts:,116 - we checked it out and found nothing wrong.,,
1210,11/14/2019,C,B,0,;6S10PRB.pdf;;top10m.pdf;top10s.pdf;,No Issues,"\n#2 Main.  See 4D attached.
#1 Main.  Fault latched up when table was placed in manual for routing.  
#1 Main under occurrences.  Inspected the clamp and all cords.  Clamp acutates smoothly without a part.  May be a burr on the hiole the finger is hanging up in.  One of the these cylinders on hand in stores if needed.  K19-1013967151","Nights - Sidorowicz - 11-14-19
 
Mainline 
6X-90-05 ? Nose switch fault ? EL checked nose switch cables and all seemed tight. Blew out nose switch housing with no success. TM swapped gbsd.
 
6X-60-02 ? Torque calibration fault ? Fault popped up twice on two different spot locations. Had EL?s check out the transducer cable on 9p.m break to find it loose. EL?s tightened cable and our torque calibration fault vanished. 
 
6Y-80-09 ? Step 5 faults ? EL had multiple faults on Gun 1, swapped to Gun 2 to receive the same faults. EL found signal cable with a loose connection during lunch break. Step 5 faults went away.
 
6X-20-04 ? Rivet not trapped ? EL attempted to clear fault to let tool run till break. Faulted again before finishing current job. TM?s removed feed stick and cleaned thoroughly. Re-installed with no more faults.
 
Subs
5A-40-01 ? Max time exceeded ? Screws were stripping out, slowed down RPM in step 13 for problematic spots. Later in the shift the weber gun placed a screw on top of another screw, TM?s checked the head and jaw assembly and replaced the bit.
 
9B-260-01 ? Lift fault - Gas shield ring was ripped. Tool was covered with expulsion on the inside of the head. TMs cleaned out the drawn arc stud head assembly. Didn?t receive this fault the rest of the night.
 
Touched up rivet locations on 7B-30-01 with Gary Taylor due to inspector complaining about rivets being too close to the edge of part. Touched up 4 rivet locations and had inspector verify after touchups were made. 
 
Tool makers worked on date stamps and hemmers between shifts
 
Weber?s currently on Gun 1
7G-70L-01, 7G-70R-01","Worstell (Nights):
 
- Pallet Perceptron is starting to have issues reading the U102_RH_Pad to where some of the pallets are reading 30-60mm off and when we go to look at them, they are clearly not 30-60mm off.
 
- Paint is still having problems with the RH Front doors. They are saying that the RH Front door is too aft (on all models SWB LWB Nav & Exp). From what we are seeing in the body shop nothing has been moved or changed that would cause a sudden problem. 
 ",,,\n\nParts:,,,
1211,11/14/2019,A,A,0,;;;;;,No Issues,\n,,Anderson-Exp RH fender has a misaligned fender bracket at the front of the fender.  Added 1mm to the net that holds the front of the fender up and removed 2mm from the bracket 2 way pin to reduce binding (centered 2 way in non-controlled direction).  Alignment is much better after the moves.,,,\n\nParts:,,,
1212,11/14/2019,D,A,0,;5B-050-05 11-14-2019.pdf;;A-crew 111419 Main FIS.pdf;A-crew 111419 Subs FIS.pdf;,No Issues,\n,"5B-050-05: Nut present fault.  Screw stopping on the cover,. Made a new cover. See 4D
 
5C-200 Load, Plunger to switch from SWB to LWB broke.  Expedited at couple in to replace.
 
7L-040L-02: Screw faults BT2.  Cleaned the break and replaced head assembly.  Cleaned the escapement no further issues.
 
6Y-080-09: Screw faults on step on both guns.  EL ran a new control cable to the outside of Aigus hose bundle.
 
9A-040-01: Screw faults on program 2 step 4.  Primary Gun TM replaced head assembly and adjusted the jaws.  Attempted to do an offset but the gun failed.  Swapped to the secondary gun and started see Min Depth not reached.  Screws was fully seated so adjusted the Min depth to -1.3.","Worstell (Nights) -
 
-Paint has been having an issue with RH front doors, SWB LWB Exp & Nav, where they are getting scrapes on the paint. They say this issue is because the door is too AFT. 
 
Steve Anderson said he notified the pre fitter on A crew to not hit the doors AFT like he has been doing. 
 
The units they had in repair, at paint when I went over, entered the paint tunnel during day shift today. Body Shop rotation #4963, 5010, and 5022. The repairman at paint said that the units down the line that will be coming to him after lunch look a lot better. These units have come from B crew body shop pre-fit.  
 
 
-Confirmed Move to RH LWB Exp door that was done today.
 ",,,\n\nParts:,98A - dock lock wasn't working.  Had to adjust limit outside.,,
1213,11/15/2019,C,B,0,;;;top10m.pdf;top10s.pdf;reset.jpg,No Issues,"Had some issues recovering from fast fault recovery on robot 7X-020R-01 right body sides.  Found the blue reset button on the robot controller had come apart.  Electrician simply put back together.  It just clips together. 
 
Took care of the warnings on 7G90LR1 and 7G90RR1.  They were coming from the Henrob controller for counts exceeded.   Did this around 1a so you will see some from tonight.  Then no more until the counts exceed again.
 
Tightened up the chain on cross transfer C50CT02.   
 
Metal = 8.6 = 28.6 -JPH ? backed up to paint most of the night.  
 
 \n","Snyder ? C-Crew ? 11/15/19
#3 ? 8Y-40-02 ? Rivmon head too low ? 2x for 18min ? Die fell out of tool die post. Faulted immediately. TMs called to replace die.
 
#3 ? 5C-320-02 ? Feed fault ? 5x for 26min ? Tool began feed faulting. ELs tried to keep it running but it began faulting every job. Eventually they threw up a white flag and the TMs came and swapped the GBSD. No more issues.
 
7G-70-L02 ? Had a few screws stuck out in the head. Wasn?t seeing BT2 and when it was reset it sent another. Cleared jam and it took off.",,,,\n\nParts:,,,
1214,11/15/2019,D,C,0,;;;C-crew 111519 Main FIS.pdf;C-crew 111519 Subs FIS.pdf;,No Issues,\n,"# 1 - 6X-020-04: Rivet not escaped, TM removed Feedstick and EL fired a valve to blow out the rivet.  No further issues.
 
# 2 - 6Y-150-05: Head too low, Noticed the home position wasn't good. Re-homed the setter and it faulted on the next unit.  Suspected the shear pin was broken changed setter.
 
# 5 - 6X-020-01: Rivet stuck in the tube.  TM removed the feedstick and cleared the rivet in the tube.  No more issues.
 
7X-020L-10 G1: Dowel missing from GBSD the EL couldn't pull out the tape.  Changed GBSD.
 
6Y-140-04: Dowel missing from GBSD the EL couldn't pull out the tape.  Changed GBSD.
 
6X-060-01 G 1: Faulted for internal torque fault. Changed the transducer cable first. Between shifts the transducer was changed.  Test the transduser 19.98.  Verified on four units.  No Issues.
 
 
 
 ","Worstell (Nights):
 
-VOW cell Perceptron was having issues and it was restarted and was running good after that.
 
- Took the Pallet Perceptron out of bypass. 
 
- Paint wasn't having the issues with RH front doors tonight that they were having previously this week.
 ",,,"\nCleaned up trash at KK24.8.
 
We had to straighten a skewed pallet at the farm entrance.\nParts:",Door 97# -Electrical issues fixed by V.Riggs,,
1215,11/16/2019,A,B,0,;;;Main Top 10.pdf;Sub Top 10.pdf;,No Issues,\nSubs #3 - 5C-050-R03 Inner CMN PP Still Made - Pin was very tight in the hole and was pulling the part off the TT when trying to leave. Made minor tweaks to drop program and issue went away.,"Nights - Sidorowicz - 11-16-19
 
Mainline 
6Y-180-01 ? Step 4 fault ? Tool ended up with multiple screws inside of the head assembly. El attempted to eject screw with no success. Called TM?s over to clear out multiple screws, inspect head and bit.
 
6X-20-17 ? Head too high ? Rivmon was a hundredth of a millimeter out of tolerance. Inspector measured all rivets well within tolerance. EL nominalized rivmon for problematic spot locations. 
 
6X-40-01 ? Head too low ? Rivmon was reading off the charts. EL brought tool to the fence to find the die missing. TM?s replaced die. Tool faulted and was fixed on the same job, unit was marked as suspect for inspectors eyes to be put on.
 
Subs
9A-40-01 ? Step 15 fault ? Screws were stripping out. Called TM?s to the scene and they found the bit to be burned up. 
 
9A-40-02 Travis and I worked on getting gun 2 functional between shifts. Tool wouldn?t do an offset successfully nor eject a screw without faulting. We set the analog depth sensor properly, along with having the TM?s go through the weber head with a fine tooth comb. Ran units to verify successfully.
 
Tool makers worked on date stamps and hemmers between shifts
 
Weber?s currently on Gun 1
7G-70L-01, 7G-70R-01",,,,\nGuide on roof load rack #2 was hit and bent forward which would stop a rack from being loaded. Had the MW's remove the guide so they could continue to run. MW's straightened the guide and re welded it and reinstalled.\nParts:,,,
1216,11/16/2019,B,C,3,;;;;;,At DD39 we shortened the cords on the buggies so there is no excess on the bqck to trip over.  Installed pig tails from the outlet boxes to accommodate short cords.,\n,"Semelroth-B-Crew 11/16/2019
6X20-1: rivet stuck in tube x4. TM Cleared x2, electricians cleared x2. 
 
6X40-1: Got a call for a broken die at 6X40-1 from Chris Vannis, sent toolmakers over there at 6:35 who promptly called me back stating, ''Nobody knows anything about a broken die over  here''. Got there a minute later and brought the robot to the gate where I noticed the broken die. I immediately checked the change log and noticed the Henrob controller had been put in teach 100 at 1:27am to combat a head too low fault. Upon questioning the electrician Roy Drake he finally admitted under intense scrutiny that he had done that because it was only a little bit out, (approximately 12 faults). 
 
6X20-17: Head too low x17 checked every one and they were good. 
 
9A40-2: Mind depth not reached step 15 programs 21, 24, 26 and 27 multiple times before I was called. Made some adjustments to RPM's and voltages, cleared up all faults but program/spot 21 was visibly up on one side of the screw approximately the thickness of 2 sheets of paper. Could not get it to drive in any deeper so we put it back on gun 1. 
 ",,,,\nAnchored guardng at BB37.\nParts:,,,
1217,11/17/2019,A,,0,;;;;;,No Issues,\n,"Snyder - A-Crew - 11/17/19
Toolmakers worked on weekly PMs all night.
 
6Y-80-09 - Weber signal cable has been routed within the IGUS dress pack.",,,,"\nFixed the twisted cables on 6Y-230-R02 
 
Added new circuit and fixed a cut in the extension cord for outlet plugs at EE36
 
MW and PF worked on PM's
 
EL cleaned lines
 
All robots that needed to be moved to zero were moved on RH BS\nParts:",,,
1218,11/17/2019,B,,0,;;;;;,No Issues,\n,"Semelroth-B-Crew- Maintenance day 11-17-2019
 
Had 2 Toolmakers today so we prioritized mainline setter swaps that were due. 
 
6X170-3 Setter and punch, units verified with gage on rotations 6126 and 6127 readings were very good around -.15 range.
 
6X170-4: Setter and punch, units verified with gage on rotations 6126 and 6127 readings were very good around -.11 range.
 
7K40L-04: Gun 2Die Swapped
 
7K40L-05: Gun 2 Setter and punch, Units ran fault free, inspectors will pull unit as soon as possible for verification.
 
7X20L-4: Setter and punch, Units ran fault free, inspectors will pull unit as soon as possible for verification.
 
7X10R-4: Gun 1 Setter and punch. Faulted head too high, checked with gage and readings were out of tolerance in the +.45 range. Had setter swapped again, faulted with head too high again but readings were at -.11. Placed in teach 100. Inspectors will pull as soon as possible for inspection
 
7X20R-4: Setter and punch, units ran fault free, inspectors will pull unit as soon as possible for verification
 
8Y30-1: Setter and punch, units faulted head too high, checked with gage and reading were in the -.12 range on rotation 6186
 
8Y30-2: Setter and punch, units faulted head too high, checked with gage and reading were in the -.12 range on rotation 6186
 
8Y80-2: Die swapped
 
 
 ",,,Gave Rexroat and Wolf their 5 year anniversary award,"\nReplaced Leoni pack on 6X-160-5
 
Replaced ethernet cable on 7K-50L-6
 
Greased 11 robots in RH body side
 
Replaced ethernet cable on 7K-40-3
 
Cleaned off the proxes in all of the facilities conveyor areas
 
Patched floor in front doors 96 - 100.
 \nParts:",Door Repairs:,,
1219,11/18/2019,A,C,0,;;;Main Top 10.pdf;Sub Top 10.pdf;,No Issues,\n7X-040R-R06 robot process I/O comm fault - Had to replace the ethernet cable going from the back of the robot out to the first block on the EE.,"Snyder ? A-Crew ? 11/18/19
Main
#4 ? 6X-20-17 ? Head too low ? 7x for 14min ? Happened before I arrived. Kept an eye on it all night and did not see it repeat itself.
 
#7 ? 6X-170-03 ? Head too low ? 3x for 11min ? New setter installed over weekend. Had to go through teaching all models.
 
Subs
#1 ? 9A-10-02 ? Head too high ? 1x for 2hr19min ? Did not have parts the first 2 and a half hours. Fault latched.
 
#5 ? 9A-40-02 ? Step 15 min depth/max time ? 9x for 33min ? Not reaching torque and depth in some spots. Adjusted pressure. Seemed to help.
 
My lips are chapped. No fun.","Chris Lowe - 11/17/19 Weekend
Moved the EXP Hoods towards the LH (driver) side 1.0mm to allevaite WIDE Hood to LH Fender margins. Also moved the RH Rear SWB EXP Doors FORE an additional 0.5mm to alleviate WIDE RH SWB EXP door to door margins.
 
The EXP Hoods can stand to be moved more towards the LH side an additional 1.0mm if need be.
 
Over the past month, we?ve moved the RH Rear SWB EXP Doors FORE 2.0mm total and the door to door margins are still relatively WIDE. Going forward, the next move needs to be moving the RH Front SWB EXP Door AFT, which the data supports also can be moved AFT.",,I would like to recognize Aaron Cruse for doing a superb job wiring in the DXM modules for the vibration analysis systems. Everything was labeled and very neat. Job well done.,\n\nParts:,,,
1220,11/18/2019,B,A,5,;;;A-crew 111819 Main.pdf;Subs.pdf;,No Issues,\nMain #1:    S190R05FX1 Uncouple faults.    Replaced the uncouple switch.    Previously had cleaned and lubricated the tool changer lock and check the piston for blow-by.,"Semelroth-B-Crew-11/18/2019
 
7X20R-3: Time out faults, swapped valve for GBSD sprocket. No change, upped air pressure on GBSD for tape pull from 42psi to 45psi. Problem went away. Leoni package set up to swap between shifts. Suspect pinched hose. 
 
7K20R-1 Screws jamming x12. Cleaned, lubed and aligned gun between shifts. 
 
9A40-1: BT3 fault, cleared, rearranged screws in feeder and got tooling back in swquence
 
7X20R-1: Feed faults. Swapped GBSD and damaged punch
 
8Y10-6: Feeder faults. Adjusted vibration control up. 
 
Between shifts> 
 
Date stamps and hemmers
 
5B10-1: Die swap
 
5B10-4: Die swap
 
7K20R-1: Clean, lube and align. 
 
8Y30-1 and 8Y30-2 are showing due for Setter and punch swap, they were changed this weekend and are somehow locked up in FIS. I was told Lindley may know something about this. Please have him look into it.",,,,\nJobs were mislocating on the lift table that feeds the elevator at the end of Underbody.  We found the UHM on the positive stop for the skid on the crossover broken off allowing the skids to travel too far.  Repaired OK.\nParts:,,,
1221,11/19/2019,A,C,0,;;;Main Top 10.pdf;Sub Top 10.pdf;image000000 (1).jpg;image000001 (1).jpg,No Issues,\nMain #1 - 8X-070-PRBRF Ch0 Controller Fault - Read head for the puck was broken. Has been repaired and is good now.,"Snyder ? A-Crew ? 11/19/19
#4 ? 6Y-140-04 ? Feed fault ? 2x for 17min ? Feed faults. EL tried removing some rivets and blowing the nose out with air but did not have any success. TMs and PFs swapped GBSD. No more issues.
 
7X-20-R03 - Gun #2 - Inspectors identified some rivet buttons that were very misaligned. Some were even cracking. Aligned punch to die and ran coupons which looked much better. Monitor.
 
#1 ? 8A-120-FX1 ? PP still on ? 4x for 46min ? Destaco clamp self-destructed. We did not have one in the shop. Originally thought it was the cylinder so we ordered one and got it. Opened up the clamp and found it was broken so cylinder wasn?t going to fix it. Looked for clamp and did not have it. Checked stores and they had one. Ordered clamp assembly and replaced it. Good to go.
 
#2 ? 7G-10-L03 ? Stud not trapped ? 3x for 36min ? Stud not feeding all the way into nose properly. TMs came and cleared stud out and sent a new stud over. Usually when this starts it gets progressively worse. Monitoring.
 
My lips aren?t as bad today. Taking it day by day.",,,,\n\nParts:,,,
1222,11/19/2019,B,,0,;;;A-Crew 111919 Main FIS.pdf;A-crew 111919 Subs FIS.pdf;Baby Miles.jpg,No Issues,"\nMain #1 and #3:    B46 OP E-stop.    Found loose common jumper in J-box 26 that affected the palm stand e-stop inputs.
 
Main #7:  HL #10 gate motor starter contactor fault.      Replaced contactor 4865 and associated aux contact.
 
 
Sub #1:  Hood S300TT1FC Shift register mismatch.    Ended up being the result of holding for inner stock.","Semelroth-B-Crew-11/19/2019
6Y180-1: It all started with a broken bit on gun 1. Swapped to gun 2 and struggled to keep it running with several different faults related to the screw getting to the jaw. Limped it along until lunch. Swapped back to gun 1 and put a new bit and head assembly on it, ran one full truck then halfway through the next and it would not put a screw in the cowl top. Finally brought it out to the maintenance area after ejecting 5 or so screws and attempted to run the spindle in manual. Nothing. Broken belt. Put gun 2 back on the robot and freshened it up. Sent it in and had the same problems as we did earlier with the screws hanging up at -27mm, -44mm and -59mm. Struggled through until we got 225 through pallet to skid then swapped both guns with rebuilt spares from the shop.
 
7K40R-4: Gun 1 depth adjustments requested from inspector on spots 31, 32, 33 and 34. Velocities reduced by 20 mm/sec. Many, many speed faults before I got over there and taught them as good. 
 
Between shifts: 
6Y180-1: Swapped both gun 1 and 2
 
Hemmers and date stamps.",,,,"\nCarpenters painted the new roller rack that's going to T24 tomorrow.
 
Carpenters also repaired the holes in the floor on DD34 aisle.\nParts:",119 - door wouldn't close because the guides at the bottom had been hit by forklift and knocked ff.  Millwrights welded  and straightened the guides.  OK now.,,
1223,11/20/2019,A,B,0,;;;Main Top 10.pdf;Sub Top 10.pdf;7X-030R-R04_4D.pdf,No Issues,\nMain #3 - 7X-030R-R04 Tool Change Communication Faulted - See 4D,"Snyder ? A-Crew ? 11/20/19
#8 ? 6Y-180-02 ? Step 1 internal fault ? 1x for 12min ? As I was coming in EL called and said he had a step 1 internal fault he couldn?t reset. Told him to check the transducer. When I got over there he was looking at the tool?noticed the transducer was barely plugged in with no threads engaged. Reseated and tightened the transducer. No more issues.
 
6Y-180-01 ? Gun #2 has been touched up as requested. Gun #1 ran well all night.
 
#5 ? 9A-10-01 ? Head too low ? 5x for 15min ? Spikes in end distance far out of tolerance. Adjusted what we could and sent the rest suspect.
 
7B-10-01 ? Had to call TMs over to the feeder over a dozen times due to it jamming up. Eventually they swapped the short run of chuting from the bowl to the escapement and issues seemed to subside. Next step should be to install flow control on the white return air hose on the escapement. We did this in other areas and it seemed to help with nuts getting stuck in the escapement.","C. Lowe (Tuesday 11/19/19 night)
1) Shimmed the RH Front SWB EXP Doors AFT 1.0mm and DOWN 1.0mm.
2) Looks like moving the RH EXP Front Door AFT and DOWN was the proper move to tighten the WIDE Door to Door margins. The RH EXP Front Doors were also really tight along the A-Pillar, so this move also helped there and helped alleviate door to door A-margins.",,,"\nB7R4 TT47 and TT48 - Having issues where regular cabs would hit the roller when transferring from TT47 to TT48. This would cause the skid to come off of the TT. Both TT were over rotating. Adjusted the sensor saying the TT was in position on TT47. Ran well for a little bit. Had another issue and then adjusted the sensor on TT48. After this ran the rest of the night with no issues.
 
 4D-190-R02 - Stanley cables on gun 1 and 2. One cable was pinched and the other was rubbed through the insulation. Getting spindle communication errors. Got the lines through to the end of shift and replaced both cables between shifts.
 
6X-170-R04 - Had a missing zerk fitting and had grease oozing out. Replaced zerk fitting.\nParts:",,,
1224,11/20/2019,B,A,0,;;;mainline.pdf;Subs.pdf;,,\n,"Semelroth-B-Crew-11/20/2019
 
9A10-2: Head too high/low faults all over the board. Button looked funny so we replaced the die that was due anyway
 
7L40-1: Feed faults, swapped GBSD
 
5C40: Conical press LH rear door. Conicals were not pressed deep enough. Long story short, the system has been bled and refillled but we found a broken bolt on the locking collar
 
8F110-2: Die fell out, replaced
 
5J20-2: Setter grinding and feed faulting, swapped Setter
 
7K40-5: Gun 2 Drive faults. Setter swapped, it was due in 2k cycles. 
 
Between shifts: 
Hemmers and date stamps
 
7K40-5 Setter
 
Conical press repairs.",,,"Recognized the following:
Orville Barr: Identifying and repairing the problem with 5C40 BTM LH rear door conical press by finding a broken bolt in the locking collar which allowed the lock nut to back off. 
Joe Steffes: Same as above
Mike Farris: For going above and beyond travelling to P558 to get the information needed to properly bleed and refill the conical press.","\nReplaced bar code reader on pallet at T24.
 
Took old bar code readers to scrap.
 
Set the newly painted roller rack in place and put rollers from the floor and stock rack to the roller rack.\nParts:","119 - Security made a report for damage done 11/19/19.
120 - Electrician had to get door operating.",,
